area, name, level, item type, weapon type, armor position, stats, weapon flags, extra flags, affects, found at
The BloodBath, "a potion of sanctuary", 11, potion, none, hold, none, none, magic, , inventory of a war priest
The Crescent Beach, "a scarlet scale", 0, key, none, none, none, none, glow no_locate, , inventory of a serpent
The Crescent Beach, "a piece of driftwood", 1, boat, none, none, none, none, none, , in room The Crescent Beach
The Crescent Beach, "a colorful sea shell", 20, warp_stone, none, hold, none, none, glow no_locate, , equipped by a mermaid
The Crescent Beach, "a scaled flail", 12, weapon, flail, none, 3d4 (average 7), none, hum, dexterity 1 , equipped by a merman
The Crescent Beach, "a piece of seaweed", 0, food, none, hands, none, none, inventory, , in room The Crescent Beach
The Crescent Beach, "a stygian blade", 25, weapon, dagger, none, 3d7 (average 12), vampiric, glow anti-good, strength 1 , equipped by a mirror image of yourself
The Crescent Beach, "a basalt key", 0, key, none, none, none, none, none, , inventory of a mirror image of yourself
The Crescent Beach, "an ethereal wand", 15, wand, none, hold, none, none, hum magic, , equipped by an ethereal mist
The Crescent Beach, "a phosphorescent pool", 0, light, none, float, none, none, glow no_locate burn_proof, , in room The Cave of Mirrors
The Crescent Beach, "a reflective stone", 25, gem, none, float, none, none, magic no_locate, wisdom 2 constitution 1 damage roll -2 mana -25 , equipped by a warped image
The Crescent Beach, "a drop of water", 0, key, none, none, none, none, glow invis no_locate, , inventory of a water demon
The Crescent Beach, "scarlet chest", 0, container, none, none, none, none, glow hum lock noremove no_locate burn_proof, none 0 moves 0 , in room The Eye of the Whirlpool
The Crescent Beach, "a shimmering pile of golden coins", 0, money, none, none, none, none, none, , in container scarlet chest
The Crescent Beach, "a multicolored crystal", 26, gem, none, float, none, none, glow hum invis no_locate, damage roll 2 mana 15 moves -25 , in container scarlet chest
The Crescent Beach, "a piece of seaweed", 0, food, none, hands, none, none, inventory, , in room The Crescent Beach
The Crescent Beach, "a piece of seaweed", 0, food, none, hands, none, none, inventory, , in room The Crescent Beach
Olympus, "a bunch of grapes", 0, food, none, none, none, none, none, , inventory of Julius the Green Grocer
Olympus, "an apple", 0, pill, none, none, none, none, none, , inventory of Julius the Green Grocer
Olympus, "a pear", 6, pill, none, none, none, none, none, , inventory of Julius the Green Grocer
Olympus, "a orange", 0, pill, none, none, none, none, none, , inventory of Julius the Green Grocer
Olympus, "a kiwi", 6, pill, none, none, none, none, none, , inventory of Julius the Green Grocer
Olympus, "an ivory staff", 15, staff, none, hold, none, none, invis magic anti-evil, , inventory of the Alchemist
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of the Alchemist
Olympus, "a glowing necklace", 25, jewelry, none, neck, none, none, invis magic anti-evil, mana 25 , inventory of the Alchemist
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of the Alchemist
Olympus, "a silver bow", 47, weapon, exotic, none, 6d7 (average 24), two-handed, invis magic anti-evil, damage roll 1 hit roll 1 , inventory of Clive the Weapons Master
Olympus, "a notched axe", 35, weapon, axe, none, 3d11 (average 18), none, invis magic anti-evil, , inventory of Clive the Weapons Master
Olympus, "a pair of winged sandals", 25, armor, none, feet, 8/8/8/4, none, invis magic anti-evil, none 0 , inventory of Samuel the Armourer
Olympus, "flaming gauntlets", 27, armor, none, hands, 7/7/7/4, none, invis magic anti-evil, hp 25 , inventory of Samuel the Armourer
Olympus, "a sapphire ring", 35, jewelry, none, finger, none, none, invis magic anti-evil, damage roll 3 wisdom 2 , inventory of Samuel the Armourer
Olympus, "a secret map of Olympus", 0, map, none, none, none, none, none, , inventory of Prometheus
Olympus, "flaming gauntlets", 27, armor, none, hands, 7/7/7/4, none, invis magic anti-evil, hp 25 , equipped by Prometheus
Olympus, "a glowing necklace", 25, jewelry, none, neck, none, none, invis magic anti-evil, mana 25 , equipped by Athena
Olympus, "an ivory staff", 15, staff, none, hold, none, none, invis magic anti-evil, , equipped by Athena
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Athena
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Athena
Olympus, "a silver bow", 47, weapon, exotic, none, 6d7 (average 24), two-handed, invis magic anti-evil, damage roll 1 hit roll 1 , equipped by Apollo
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Apollo
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Apollo
Olympus, "a Cell key", 0, key, none, none, none, none, none, , inventory of The Jailer
Olympus, "a bunch of grapes", 0, food, none, none, none, none, none, , inventory of A serving boy
Olympus, "a bunch of grapes", 0, food, none, none, none, none, none, , inventory of A serving boy
Olympus, "a kiwi", 6, pill, none, none, none, none, none, , inventory of an apprentice musician
Olympus, "a kiwi", 6, pill, none, none, none, none, none, , inventory of an apprentice musician
Olympus, "a brightly glowing shield", 30, armor, none, shield, 9/9/9/6, none, invis magic anti-evil, wisdom 1 , equipped by Hephaestus
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Hephaestus
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Hephaestus
Olympus, "a gold nugget", 0, treasure, none, none, none, none, none, , inventory of A Golden Maiden
Olympus, "a gold nugget", 0, treasure, none, none, none, none, none, , inventory of A Golden Maiden
Olympus, "a sapphire ring", 35, jewelry, none, finger, none, none, invis magic anti-evil, damage roll 3 wisdom 2 , equipped by Hera
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Hera
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Hera
Olympus, "poseidon's Trident", 47, weapon, staff, none, 7d6 (average 24), two-handed, invis magic anti-evil, wisdom 2 , equipped by Poseidon
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Poseidon
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Poseidon
Olympus, "a pair of winged sandals", 25, armor, none, feet, 8/8/8/4, none, invis magic anti-evil, none 0 , equipped by Hermes
Olympus, "a Winged Helmet", 35, armor, none, head, 10/10/10/5, none, invis magic anti-evil, dexterity 2 , equipped by Hermes
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Hermes
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Hermes
Olympus, "the Sword of the Sun", 50, weapon, sword, none, 4d11 (average 24), none, invis magic anti-evil, damage roll 2 , equipped by Ra the Sun God
Olympus, "the Amulet of Ra", 40, jewelry, none, neck, none, none, invis magic anti-evil, mana 50 , equipped by Ra the Sun God
Olympus, "the Thunder Bolt", 50, weapon, mace, none, 7d6 (average 24), shocking, invis magic nodrop anti-evil, hit roll 3 wisdom -1 , equipped by Zeus
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Zeus
Olympus, "the Aegis", 35, armor, none, torso, 10/10/10/6, none, invis magic anti-evil, strength 1 , equipped by Zeus
Olympus, "Zeus' Revenge", 50, weapon, whip, none, 2d19 (average 20), stun, no_locate, , inventory of Odin
Olympus, "a wide brimmed hat", 5, armor, none, head, 4/4/4/3, none, invis magic anti-evil, , equipped by Odin
Olympus, "a blue robe", 17, armor, none, body, 6/6/6/8, none, invis magic anti-evil, hp 15 , equipped by Odin
Olympus, "a pear", 6, pill, none, none, none, none, none, , inventory of A Soldier
Olympus, "a notched axe", 35, weapon, axe, none, 3d11 (average 18), none, invis magic anti-evil, , equipped by A Soldier
Olympus, "a pear", 6, pill, none, none, none, none, none, , inventory of A Soldier
Olympus, "a notched axe", 35, weapon, axe, none, 3d11 (average 18), none, invis magic anti-evil, , equipped by A Soldier
Olympus, "ambrosia", 11, potion, none, none, none, none, invis magic anti-evil, , inventory of Ares
Olympus, "nectar", 12, potion, none, none, none, none, none, , inventory of Ares
Olympus, "the spear of Ares", 48, weapon, staff, none, 5d8 (average 22), none, invis magic anti-good, damage roll 2 hit roll 2 , equipped by Ares
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room Within the Halls of the BloodBath
The New BloodBath, "a potion of divine protection", 16, potion, none, hold, none, none, glow hum magic bless, , inventory of a merchant drenched in blood
The New BloodBath, "a deep-green potion", 12, potion, none, hold, none, none, magic, , inventory of a merchant drenched in blood
The New BloodBath, "an off white potion", 11, potion, none, hold, none, none, magic, , inventory of a merchant drenched in blood
The New BloodBath, "a potion of true sight", 4, potion, none, hold, none, none, magic, , inventory of a merchant drenched in blood
The New BloodBath, "a potion of flying", 3, potion, none, hold, none, none, magic, , inventory of a merchant drenched in blood
The New BloodBath, "a shot of whiskey", 0, drink, none, none, none, none, inventory, , inventory of a merchant drenched in blood
The New BloodBath, "some dragon jerky", 0, food, none, hold, none, none, burn_proof, , inventory of a merchant drenched in blood
The New BloodBath, "a potion of cure serious wounds", 1, potion, none, hold, none, none, magic, , inventory of a merchant drenched in blood
The New BloodBath, "a potion of sanctuary", 11, potion, none, hold, none, none, magic, , inventory of a merchant drenched in blood
The New BloodBath, "a raft", 0, boat, none, none, none, none, none, , inventory of a merchant drenched in blood
The New BloodBath, "a mushroom", 0, food, none, none, none, none, none, , in room The Entrance to BloodBath II
Shire, "a shiriff's dagger", 6, weapon, dagger, none, 2d4 (average 5), none, none, damage roll 1 hit roll 1 , equipped by a shiriff
Shire, "a leather vest", 0, armor, none, torso, 1/2/2/0, none, none, , equipped by a shiriff
Shire, "a leather vest", 0, armor, none, torso, 1/2/2/0, none, none, , equipped by a shiriff
Shire, "a leather vest", 0, armor, none, torso, 1/2/2/0, none, none, , equipped by a shiriff
Shire, "the Thain's club", 12, weapon, mace, none, 2d7 (average 8), none, none, , equipped by the Thain
Shire, "a leather vest", 0, armor, none, torso, 1/2/2/0, none, none, , equipped by the Thain
Shire, "the thain girth", 17, armor, none, waist, 5/5/5/0, none, none, wisdom 2 , equipped by the Thain
Shire, "a pipeweed bread", 0, food, none, none, none, none, none, , inventory of a country bumpkin
Shire, "a pipeweed bread", 0, food, none, none, none, none, none, , inventory of a country bumpkin
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a shot of whiskey", 0, drink, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a quart of ale", 0, drink, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a quart of port brew", 0, drink, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a bardiche", 21, weapon, polearm, none, 2d11 (average 12), two-handed, none, hit roll 4 , equipped by the battle master
Shire, "a wooden bardiche", 3, weapon, polearm, none, 2d3 (average 4), two-handed, none, hit roll 4 , equipped by a trainee
Shire, "a wooden bardiche", 3, weapon, polearm, none, 2d3 (average 4), two-handed, none, hit roll 4 , equipped by a trainee
Shire, "a wooden bardiche", 3, weapon, polearm, none, 2d3 (average 4), two-handed, none, hit roll 4 , equipped by a trainee
Shire, "a pipeweed bread", 0, food, none, none, none, none, none, , inventory of the grocer
Shire, "an elven spear", 16, weapon, staff, none, 2d8 (average 9), none, hum magic anti-evil, hit roll 2 , equipped by the elven warrior
Shire, "a brass helm", 16, armor, none, head, 6/5/6/1, none, magic, hp 5 saves -1 , equipped by the elven warrior
Shire, "a mithril axe", 17, weapon, axe, none, 2d8 (average 9), none, glow noremove nopurge, damage roll 2 , equipped by the dwarven prince
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of a chicken
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of a chicken
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of a chicken
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of a chicken
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of a chicken
Shire, "an egg", 0, food, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a shot of whiskey", 0, drink, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a quart of ale", 0, drink, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a quart of port brew", 0, drink, none, none, none, none, none, , inventory of the Innkeeper
Shire, "a shiriff's dagger", 6, weapon, dagger, none, 2d4 (average 5), none, none, damage roll 1 hit roll 1 , equipped by a shiriff
Shire, "a shiriff's dagger", 6, weapon, dagger, none, 2d4 (average 5), none, none, damage roll 1 hit roll 1 , equipped by a shiriff
Shire, "sting", 17, weapon, dagger, none, 2d7 (average 8), none, glow hum anti-evil, dexterity 2 , equipped by the Keeper of the Ring
Shire, "a boar spear", 3, weapon, staff, none, 2d3 (average 4), none, none, , inventory of the blacksmith
Shire, "a bilari", 9, weapon, staff, none, 2d6 (average 7), none, hum, , inventory of the blacksmith
Shire, "a hak", 13, weapon, staff, none, 3d5 (average 9), none, none, , inventory of the blacksmith
Shire, "a cateia", 15, weapon, staff, none, 3d5 (average 9), vampiric, glow, strength 2 , inventory of the blacksmith
Shire, "an argon", 18, weapon, staff, none, 2d9 (average 10), none, none, , inventory of the blacksmith
Shire, "a garro", 20, weapon, staff, none, 2d10 (average 11), two-handed, bless, , inventory of the blacksmith
Shire, "a hoko", 23, weapon, staff, none, 4d6 (average 14), none, magic, strength -1 , inventory of the blacksmith
Shire, "a lembing", 25, weapon, staff, none, 4d6 (average 14), flaming two-handed, none, , inventory of the blacksmith
Shire, "a pilum", 29, weapon, staff, none, 3d9 (average 15), two-handed, none, , inventory of the blacksmith
Shire, "a tombak", 32, weapon, staff, none, 2d16 (average 17), none, glow hum, damage roll 3 hit roll 2 , inventory of the blacksmith
Shire, "a tawok", 37, weapon, staff, none, 6d5 (average 18), shocking, none, , inventory of the blacksmith
Shire, "a yari", 42, weapon, staff, none, 5d8 (average 22), two-handed, magic nodrop, hit roll 2 saves -2 , inventory of the blacksmith
